timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1643379298313,73,POST /api/pettypes,201,,PET CLINIC SUITES 1-8,text,true,,400,265,10,10,http://localhost:9966/petclinic/api/pettypes,67,0,41
1643379298370,16,POST /api/pettypes,201,,PET CLINIC SUITES 1-10,text,true,,400,265,10,10,http://localhost:9966/petclinic/api/pettypes,10,0,2
1643379298310,76,POST /api/pettypes,201,,PET CLINIC SUITES 1-5,text,true,,400,265,10,10,http://localhost:9966/petclinic/api/pettypes,70,0,45
1643379298309,76,POST /api/pettypes,201,,PET CLINIC SUITES 1-3,text,true,,400,265,10,10,http://localhost:9966/petclinic/api/pettypes,70,0,45
1643379298311,75,POST /api/pettypes,201,,PET CLINIC SUITES 1-7,text,true,,400,265,10,10,http://localhost:9966/petclinic/api/pettypes,69,0,44
1643379298345,41,POST /api/pettypes,201,,PET CLINIC SUITES 1-9,text,true,,400,265,10,10,http://localhost:9966/petclinic/api/pettypes,35,0,10
1643379298309,76,POST /api/pettypes,201,,PET CLINIC SUITES 1-2,text,true,,400,265,10,10,http://localhost:9966/petclinic/api/pettypes,70,0,45
1643379298310,75,POST /api/pettypes,201,,PET CLINIC SUITES 1-1,text,true,,400,265,10,10,http://localhost:9966/petclinic/api/pettypes,69,0,44
1643379298310,76,POST /api/pettypes,201,,PET CLINIC SUITES 1-6,text,true,,400,265,10,10,http://localhost:9966/petclinic/api/pettypes,70,0,44
1643379298310,76,POST /api/pettypes,201,,PET CLINIC SUITES 1-4,text,true,,400,265,10,10,http://localhost:9966/petclinic/api/pettypes,70,0,45
1643379298401,5,POST /api/pettypes,201,,PET CLINIC SUITES 1-11,text,true,,400,265,11,11,http://localhost:9966/petclinic/api/pettypes,5,0,1
1643379298438,8,POST /api/pettypes,201,,PET CLINIC SUITES 1-12,text,true,,400,265,12,12,http://localhost:9966/petclinic/api/pettypes,7,0,1
1643379298466,7,POST /api/pettypes,201,,PET CLINIC SUITES 1-13,text,true,,400,265,13,13,http://localhost:9966/petclinic/api/pettypes,6,0,1
1643379298493,7,POST /api/pettypes,201,,PET CLINIC SUITES 1-14,text,true,,400,265,14,14,http://localhost:9966/petclinic/api/pettypes,6,0,1
1643379298528,6,POST /api/pettypes,201,,PET CLINIC SUITES 1-15,text,true,,400,265,15,15,http://localhost:9966/petclinic/api/pettypes,6,0,1
1643379298566,6,POST /api/pettypes,201,,PET CLINIC SUITES 1-16,text,true,,400,265,16,16,http://localhost:9966/petclinic/api/pettypes,6,0,1
1643379298596,5,POST /api/pettypes,201,,PET CLINIC SUITES 1-17,text,true,,400,265,17,17,http://localhost:9966/petclinic/api/pettypes,5,0,1
1643379298636,6,POST /api/pettypes,201,,PET CLINIC SUITES 1-18,text,true,,400,265,18,18,http://localhost:9966/petclinic/api/pettypes,6,0,1
1643379298677,6,POST /api/pettypes,201,,PET CLINIC SUITES 1-19,text,true,,400,265,19,19,http://localhost:9966/petclinic/api/pettypes,6,0,1
1643379298717,5,POST /api/pettypes,201,,PET CLINIC SUITES 1-20,text,true,,400,265,20,20,http://localhost:9966/petclinic/api/pettypes,5,0,1
1643379298764,11,POST /api/pettypes,201,,PET CLINIC SUITES 1-21,text,true,,400,265,21,21,http://localhost:9966/petclinic/api/pettypes,11,0,1
1643379298810,8,POST /api/pettypes,201,,PET CLINIC SUITES 1-22,text,true,,400,265,22,22,http://localhost:9966/petclinic/api/pettypes,8,0,2
1643379298867,8,POST /api/pettypes,201,,PET CLINIC SUITES 1-23,text,true,,400,265,23,23,http://localhost:9966/petclinic/api/pettypes,8,0,1
1643379298775,7,GET /api/pettypes,200,,PET CLINIC SUITES 1-21,text,true,,21024,179,21,21,http://localhost:9966/petclinic/api/pettypes,7,0,0
1643379298819,6,GET /api/pettypes,200,,PET CLINIC SUITES 1-22,text,true,,21049,179,22,22,http://localhost:9966/petclinic/api/pettypes,6,0,0
1643379298500,6,GET /api/pettypes,200,,PET CLINIC SUITES 1-14,text,true,,20849,179,14,14,http://localhost:9966/petclinic/api/pettypes,5,0,0
1643379298390,11,GET /api/pettypes,200,,PET CLINIC SUITES 1-2,text,true,,20748,179,11,11,http://localhost:9966/petclinic/api/pettypes,10,0,0
1643379298602,4,GET /api/pettypes,200,,PET CLINIC SUITES 1-17,text,true,,20924,179,17,17,http://localhost:9966/petclinic/api/pettypes,4,0,0
