timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1643378829465,79,POST /api/pettypes,201,,PET CLINIC SUITES 1-1,text,true,,400,265,4,4,http://localhost:9966/petclinic/api/pettypes,73,0,46
1643378829469,79,POST /api/pettypes,201,,PET CLINIC SUITES 1-3,text,true,,400,265,4,4,http://localhost:9966/petclinic/api/pettypes,73,0,46
1643378829465,79,POST /api/pettypes,201,,PET CLINIC SUITES 1-2,text,true,,400,265,4,4,http://localhost:9966/petclinic/api/pettypes,73,0,46
1643378829532,16,POST /api/pettypes,201,,PET CLINIC SUITES 1-4,text,true,,400,265,4,4,http://localhost:9966/petclinic/api/pettypes,10,0,1
1643378829609,8,POST /api/pettypes,201,,PET CLINIC SUITES 1-5,text,true,,400,265,5,5,http://localhost:9966/petclinic/api/pettypes,8,0,2
1643378829728,9,POST /api/pettypes,201,,PET CLINIC SUITES 1-6,text,true,,400,265,6,6,http://localhost:9966/petclinic/api/pettypes,9,0,1
1643378829828,9,POST /api/pettypes,201,,PET CLINIC SUITES 1-7,text,true,,400,265,7,7,http://localhost:9966/petclinic/api/pettypes,9,0,2
1643378829931,8,POST /api/pettypes,201,,PET CLINIC SUITES 1-8,text,true,,400,265,8,8,http://localhost:9966/petclinic/api/pettypes,8,0,2
1643378830008,13,POST /api/pettypes,201,,PET CLINIC SUITES 1-9,text,true,,400,265,9,9,http://localhost:9966/petclinic/api/pettypes,13,0,2
1643378830109,8,POST /api/pettypes,201,,PET CLINIC SUITES 1-10,text,true,,400,265,10,10,http://localhost:9966/petclinic/api/pettypes,8,0,1
1643378830222,9,POST /api/pettypes,201,,PET CLINIC SUITES 1-11,text,true,,400,265,11,11,http://localhost:9966/petclinic/api/pettypes,9,0,1
1643378830118,5,GET /api/pettypes,200,,PET CLINIC SUITES 1-10,text,true,,982,179,10,10,http://localhost:9966/petclinic/api/pettypes,5,0,0
1643378830232,6,GET /api/pettypes,200,,PET CLINIC SUITES 1-11,text,true,,1006,179,11,11,http://localhost:9966/petclinic/api/pettypes,6,0,0
1643378829555,8,GET /api/pettypes,200,,PET CLINIC SUITES 1-1,text,true,,838,179,4,4,http://localhost:9966/petclinic/api/pettypes,8,0,0
1643378829738,5,GET /api/pettypes,200,,PET CLINIC SUITES 1-6,text,true,,886,179,6,6,http://localhost:9966/petclinic/api/pettypes,5,0,0
1643378829555,8,GET /api/pettypes,200,,PET CLINIC SUITES 1-2,text,true,,838,179,4,4,http://localhost:9966/petclinic/api/pettypes,8,0,0
1643378829838,4,GET /api/pettypes,200,,PET CLINIC SUITES 1-7,text,true,,910,179,7,7,http://localhost:9966/petclinic/api/pettypes,4,0,0
1643378829555,8,GET /api/pettypes,200,,PET CLINIC SUITES 1-3,text,true,,838,179,4,4,http://localhost:9966/petclinic/api/pettypes,8,0,0
1643378829940,5,GET /api/pettypes,200,,PET CLINIC SUITES 1-8,text,true,,934,179,8,8,http://localhost:9966/petclinic/api/pettypes,4,0,0
1643378829555,8,GET /api/pettypes,200,,PET CLINIC SUITES 1-4,text,true,,838,179,4,4,http://localhost:9966/petclinic/api/pettypes,8,0,0
1643378830022,5,GET /api/pettypes,200,,PET CLINIC SUITES 1-9,text,true,,958,179,9,9,http://localhost:9966/petclinic/api/pettypes,5,0,0
1643378829618,4,GET /api/pettypes,200,,PET CLINIC SUITES 1-5,text,true,,862,179,5,5,http://localhost:9966/petclinic/api/pettypes,4,0,0
1643378830358,12,PUT /api/pettypes/{petTypeId},204,,PET CLINIC SUITES 1-6,text,true,,282,276,12,12,http://localhost:9966/petclinic/api/pettypes/265,0,0,0
1643378830358,14,PUT /api/pettypes/{petTypeId},204,,PET CLINIC SUITES 1-3,text,true,,282,276,12,12,http://localhost:9966/petclinic/api/pettypes/263,0,0,0
1643378830358,15,PUT /api/pettypes/{petTypeId},204,,PET CLINIC SUITES 1-8,text,true,,282,276,12,12,http://localhost:9966/petclinic/api/pettypes/267,0,0,0
1643378830358,15,PUT /api/pettypes/{petTypeId},204,,PET CLINIC SUITES 1-9,text,true,,282,276,12,12,http://localhost:9966/petclinic/api/pettypes/268,0,0,0
1643378830358,15,PUT /api/pettypes/{petTypeId},204,,PET CLINIC SUITES 1-1,text,true,,282,276,12,12,http://localhost:9966/petclinic/api/pettypes/263,0,0,0
