timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1643567361550,77,POST /api/pettypes,201,,PET CLINIC SUITES 1-1,text,true,,400,265,1,1,http://localhost:9966/petclinic/api/pettypes,68,0,49
1643567361692,10,POST /api/pettypes,201,,PET CLINIC SUITES 1-2,text,true,,400,265,2,2,http://localhost:9966/petclinic/api/pettypes,10,0,2
1643567361916,8,POST /api/pettypes,201,,PET CLINIC SUITES 1-3,text,true,,400,265,3,3,http://localhost:9966/petclinic/api/pettypes,8,0,2
1643567362261,13,POST /api/pettypes,201,,PET CLINIC SUITES 1-4,text,true,,400,265,4,4,http://localhost:9966/petclinic/api/pettypes,13,0,2
1643567362627,12,POST /api/pettypes,201,,PET CLINIC SUITES 1-5,text,true,,400,265,5,5,http://localhost:9966/petclinic/api/pettypes,12,0,2
1643567362875,13,POST /api/pettypes,201,,PET CLINIC SUITES 1-6,text,true,,400,265,6,6,http://localhost:9966/petclinic/api/pettypes,13,0,2
1643567361637,9,GET /api/pettypes,200,,PET CLINIC SUITES 1-1,text,true,,25230,179,1,1,http://localhost:9966/petclinic/api/pettypes,7,0,0
1643567362889,11,GET /api/pettypes,200,,PET CLINIC SUITES 1-6,text,true,,25355,179,6,6,http://localhost:9966/petclinic/api/pettypes,10,0,0
1643567362275,15,GET /api/pettypes,200,,PET CLINIC SUITES 1-4,text,true,,25305,179,4,4,http://localhost:9966/petclinic/api/pettypes,12,0,0
1643567361704,9,GET /api/pettypes,200,,PET CLINIC SUITES 1-2,text,true,,25255,179,2,2,http://localhost:9966/petclinic/api/pettypes,9,0,0
1643567362640,12,GET /api/pettypes,200,,PET CLINIC SUITES 1-5,text,true,,25330,179,5,5,http://localhost:9966/petclinic/api/pettypes,12,0,0
