timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1643379023233,78,POST /api/pettypes,201,,PET CLINIC SUITES 1-2,text,true,,400,265,4,4,http://localhost:9966/petclinic/api/pettypes,70,0,44
1643379023233,77,POST /api/pettypes,201,,PET CLINIC SUITES 1-1,text,true,,400,265,4,4,http://localhost:9966/petclinic/api/pettypes,70,0,44
1643379023233,77,POST /api/pettypes,201,,PET CLINIC SUITES 1-3,text,true,,400,265,4,4,http://localhost:9966/petclinic/api/pettypes,70,0,44
1643379023292,18,POST /api/pettypes,201,,PET CLINIC SUITES 1-4,text,true,,400,265,4,4,http://localhost:9966/petclinic/api/pettypes,11,0,2
1643379023367,7,POST /api/pettypes,201,,PET CLINIC SUITES 1-5,text,true,,400,265,5,5,http://localhost:9966/petclinic/api/pettypes,7,0,2
1643379023461,8,POST /api/pettypes,201,,PET CLINIC SUITES 1-6,text,true,,400,265,6,6,http://localhost:9966/petclinic/api/pettypes,8,0,2
1643379023607,9,POST /api/pettypes,201,,PET CLINIC SUITES 1-7,text,true,,400,265,7,7,http://localhost:9966/petclinic/api/pettypes,9,0,2
1643379023717,9,POST /api/pettypes,201,,PET CLINIC SUITES 1-8,text,true,,400,265,8,8,http://localhost:9966/petclinic/api/pettypes,9,0,2
1643379023829,17,POST /api/pettypes,201,,PET CLINIC SUITES 1-9,text,true,,400,265,9,9,http://localhost:9966/petclinic/api/pettypes,17,0,2
1643379023969,11,POST /api/pettypes,201,,PET CLINIC SUITES 1-10,text,true,,400,265,10,10,http://localhost:9966/petclinic/api/pettypes,11,0,3
1643379024129,10,POST /api/pettypes,201,,PET CLINIC SUITES 1-11,text,true,,400,265,11,11,http://localhost:9966/petclinic/api/pettypes,9,0,2
1643379023316,6,GET /api/pettypes,200,,PET CLINIC SUITES 1-1,text,true,,8894,179,4,4,http://localhost:9966/petclinic/api/pettypes,6,0,0
1643379023469,5,GET /api/pettypes,200,,PET CLINIC SUITES 1-6,text,true,,8942,179,6,6,http://localhost:9966/petclinic/api/pettypes,5,0,0
1643379023728,6,GET /api/pettypes,200,,PET CLINIC SUITES 1-8,text,true,,8990,179,8,8,http://localhost:9966/petclinic/api/pettypes,5,0,0
1643379023617,5,GET /api/pettypes,200,,PET CLINIC SUITES 1-7,text,true,,8966,179,7,7,http://localhost:9966/petclinic/api/pettypes,5,0,0
1643379023375,5,GET /api/pettypes,200,,PET CLINIC SUITES 1-5,text,true,,8918,179,5,5,http://localhost:9966/petclinic/api/pettypes,5,0,0
