timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1642940837534,99,POST /api/pettypes,201,,PET CLINIC SUITES 1-1,text,true,,400,265,1,1,http://localhost:9966/petclinic/api/pettypes,92,0,31
1642940837642,10,GET /api/pettypes,200,,PET CLINIC SUITES 1-1,text,true,,1209,179,1,1,http://localhost:9966/petclinic/api/pettypes,10,0,0
1642940838254,51,PUT /api/pettypes/{petTypeId},204,,PET CLINIC SUITES 1-1,text,true,,282,276,1,1,http://localhost:9966/petclinic/api/pettypes/142,0,0,0
1642940838306,23,GET /api/pettypes/{petTypeId},200,,PET CLINIC SUITES 1-1,text,true,,352,183,1,1,http://localhost:9966/petclinic/api/pettypes/142,23,0,0
1642940838377,14,POST /api/owners,201,,PET CLINIC SUITES 1-1,text,true,,520,407,1,1,http://localhost:9966/petclinic/api/owners,14,0,0
1642940838393,50,GET /api/owners,200,,PET CLINIC SUITES 1-1,text,true,,6508,177,1,1,http://localhost:9966/petclinic/api/owners,49,0,0
1642940838469,15,GET /api/owners/*/lastname/{lastName},200,,PET CLINIC SUITES 1-1,text,true,,464,199,1,1,http://localhost:9966/petclinic/api/owners/*/lastname/Testev1640,15,0,0
1642940838499,14,PUT /api/owners/{ownerId},204,,PET CLINIC SUITES 1-1,text,true,,282,428,1,1,http://localhost:9966/petclinic/api/owners/163,0,0,0
1642940838514,10,GET /api/owners/{ownerId},200,,PET CLINIC SUITES 1-1,text,true,,478,181,1,1,http://localhost:9966/petclinic/api/owners/163,10,0,0
1642940838536,12,POST /api/pets,201,,PET CLINIC SUITES 1-1,text,true,,626,587,1,1,http://localhost:9966/petclinic/api/pets,12,0,0
1642940838549,10,GET /api/pets,200,,PET CLINIC SUITES 1-1,text,true,,582,175,1,1,http://localhost:9966/petclinic/api/pets,10,0,0
1642940838578,12,PUT /api/pets/{petId},204,,PET CLINIC SUITES 1-1,text,true,,282,746,1,1,http://localhost:9966/petclinic/api/pets/123,0,0,0
1642940838591,11,GET /api/pets/{petId},200,,PET CLINIC SUITES 1-1,text,true,,588,179,1,1,http://localhost:9966/petclinic/api/pets/123,11,0,0
1642940838614,9,POST /api/specialties,201,,PET CLINIC SUITES 1-1,text,true,,410,276,1,1,http://localhost:9966/petclinic/api/specialties,9,0,0
1642940838624,9,GET /api/specialties,200,,PET CLINIC SUITES 1-1,text,true,,1298,182,1,1,http://localhost:9966/petclinic/api/specialties,8,0,0
1642940838644,10,PUT /api/specialties/{specialtyId},204,,PET CLINIC SUITES 1-1,text,true,,282,287,1,1,http://localhost:9966/petclinic/api/specialties/109,0,0,0
1642940838655,8,GET /api/specialties/{specialtyId},200,,PET CLINIC SUITES 1-1,text,true,,360,186,1,1,http://localhost:9966/petclinic/api/specialties/109,8,0,0
1642940838671,9,POST /api/vets,201,,PET CLINIC SUITES 1-1,text,true,,470,359,1,1,http://localhost:9966/petclinic/api/vets,9,0,0
1642940838680,10,GET /api/vets,200,,PET CLINIC SUITES 1-1,text,true,,969,175,1,1,http://localhost:9966/petclinic/api/vets,10,0,0
1642940838698,9,PUT /api/vets/{vetId},204,,PET CLINIC SUITES 1-1,text,true,,282,377,1,1,http://localhost:9966/petclinic/api/vets/82,0,0,0
1642940838707,9,GET /api/vets/{vetId},200,,PET CLINIC SUITES 1-1,text,true,,450,178,1,1,http://localhost:9966/petclinic/api/vets/82,8,0,0
1642940838726,9,POST /api/visits,201,,PET CLINIC SUITES 1-1,text,true,,707,707,1,1,http://localhost:9966/petclinic/api/visits,9,0,0
1642940838736,8,GET /api/visits,200,,PET CLINIC SUITES 1-1,text,true,,661,177,1,1,http://localhost:9966/petclinic/api/visits,8,0,0
1642940838756,14,PUT /api/visits/{visitId},204,,PET CLINIC SUITES 1-1,text,true,,282,717,1,1,http://localhost:9966/petclinic/api/visits/28,0,0,0
1642940838771,8,GET /api/visits/{visitId},200,,PET CLINIC SUITES 1-1,text,true,,667,180,1,1,http://localhost:9966/petclinic/api/visits/28,8,0,0
1642940838788,12,DELETE /api/visits/{visitId},204,,PET CLINIC SUITES 1-1,,true,,236,266,1,1,http://localhost:9966/petclinic/api/visits/28,0,0,0
1642940838801,12,DELETE /api/pets/{petId},204,,PET CLINIC SUITES 1-1,,true,,236,265,1,1,http://localhost:9966/petclinic/api/pets/123,0,0,0
1642940838813,8,DELETE /api/owners/{ownerId},204,,PET CLINIC SUITES 1-1,,true,,236,267,1,1,http://localhost:9966/petclinic/api/owners/163,0,0,0
1642940838821,11,DELETE /api/pettypes/{petTypeId},204,,PET CLINIC SUITES 1-1,,true,,236,269,1,1,http://localhost:9966/petclinic/api/pettypes/142,0,0,0
1642940838833,10,DELETE /api/vets/{vetId},204,,PET CLINIC SUITES 1-1,,true,,236,264,1,1,http://localhost:9966/petclinic/api/vets/82,0,0,0
1642940838843,11,DELETE /api/specialties/{specialtyId},204,,PET CLINIC SUITES 1-1,,true,,236,272,1,1,http://localhost:9966/petclinic/api/specialties/109,0,0,0
