timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1643567928613,67,POST /api/pettypes,201,,PET CLINIC SUITES 1-1,text,true,,400,265,1,1,http://localhost:9966/petclinic/api/pettypes,61,0,44
1643567929031,8,POST /api/pettypes,201,,PET CLINIC SUITES 1-2,text,true,,400,265,2,2,http://localhost:9966/petclinic/api/pettypes,8,0,2
1643567929042,7,GET /api/pettypes,200,,PET CLINIC SUITES 1-2,text,true,,25380,179,2,2,http://localhost:9966/petclinic/api/pettypes,7,0,0
1643567928684,6,GET /api/pettypes,200,,PET CLINIC SUITES 1-1,text,true,,25355,179,1,1,http://localhost:9966/petclinic/api/pettypes,6,0,0
1643567929453,8,PUT /api/pettypes/4750,204,,PET CLINIC SUITES 1-2,text,true,,282,277,2,2,http://localhost:9966/petclinic/api/pettypes/4750,0,0,0
1643567929459,7,PUT /api/pettypes/4750,204,,PET CLINIC SUITES 1-1,text,true,,282,277,2,2,http://localhost:9966/petclinic/api/pettypes/4750,0,0,0
1643567929463,8,GET /api/pettypes/4750,200,,PET CLINIC SUITES 1-2,text,true,,353,184,2,2,http://localhost:9966/petclinic/api/pettypes/4750,8,0,0
1643567929469,6,GET /api/pettypes/4750,200,,PET CLINIC SUITES 1-1,text,true,,353,184,2,2,http://localhost:9966/petclinic/api/pettypes/4750,5,0,0
1643567929489,12,POST /api/pettypes,201,,PET CLINIC SUITES 1-3,text,true,,400,265,3,3,http://localhost:9966/petclinic/api/pettypes,12,0,2
1643567929503,8,GET /api/pettypes,200,,PET CLINIC SUITES 1-3,text,true,,25413,179,3,3,http://localhost:9966/petclinic/api/pettypes,8,0,0
1643567929540,7,PUT /api/pettypes/4751,204,,PET CLINIC SUITES 1-3,text,true,,282,277,3,3,http://localhost:9966/petclinic/api/pettypes/4751,0,0,0
1643567929548,4,GET /api/pettypes/4751,200,,PET CLINIC SUITES 1-3,text,true,,353,184,3,3,http://localhost:9966/petclinic/api/pettypes/4751,4,0,0
1643567929563,7,POST /api/owners,201,,PET CLINIC SUITES 1-3,text,true,,522,407,3,3,http://localhost:9966/petclinic/api/owners,6,0,0
1643567929488,8,POST /api/owners,201,,PET CLINIC SUITES 1-2,text,true,,522,407,3,3,http://localhost:9966/petclinic/api/owners,8,0,0
1643567929489,12,POST /api/owners,201,,PET CLINIC SUITES 1-1,text,true,,522,407,3,3,http://localhost:9966/petclinic/api/owners,12,0,0
1643567929621,19,GET /api/owners,200,,PET CLINIC SUITES 1-3,text,true,,24188,177,3,3,http://localhost:9966/petclinic/api/owners,19,0,0
1643567929621,19,GET /api/owners,200,,PET CLINIC SUITES 1-1,text,true,,24188,177,3,3,http://localhost:9966/petclinic/api/owners,17,0,0
1643567929622,18,GET /api/owners,200,,PET CLINIC SUITES 1-2,text,true,,24188,177,3,3,http://localhost:9966/petclinic/api/owners,16,0,0
1643567929666,9,GET /api/owners/*/lastname/Testev8359,200,,PET CLINIC SUITES 1-3,text,true,,465,199,3,3,http://localhost:9966/petclinic/api/owners/*/lastname/Testev8359,9,0,0
1643567929674,10,GET /api/owners/*/lastname/Testev9503,200,,PET CLINIC SUITES 1-2,text,true,,465,199,3,3,http://localhost:9966/petclinic/api/owners/*/lastname/Testev9503,9,0,0
1643567929693,9,PUT /api/owners/5152,204,,PET CLINIC SUITES 1-3,text,true,,282,430,3,3,http://localhost:9966/petclinic/api/owners/5152,0,0,0
1643567929666,9,GET /api/owners/*/lastname/Testev1761,200,,PET CLINIC SUITES 1-1,text,true,,465,199,3,3,http://localhost:9966/petclinic/api/owners/*/lastname/Testev1761,9,0,0
1643567929699,9,PUT /api/owners/5150,204,,PET CLINIC SUITES 1-2,text,true,,282,430,3,3,http://localhost:9966/petclinic/api/owners/5150,0,0,0
1643567929707,9,PUT /api/owners/5151,204,,PET CLINIC SUITES 1-1,text,true,,282,430,3,3,http://localhost:9966/petclinic/api/owners/5151,0,0,0
1643567929704,6,GET /api/owners/5152,200,,PET CLINIC SUITES 1-3,text,true,,479,182,3,3,http://localhost:9966/petclinic/api/owners/5152,6,0,0
1643567929710,8,GET /api/owners/5150,200,,PET CLINIC SUITES 1-2,text,true,,479,182,3,3,http://localhost:9966/petclinic/api/owners/5150,8,0,0
1643567929725,8,POST /api/pets,201,,PET CLINIC SUITES 1-3,text,true,,630,589,3,3,http://localhost:9966/petclinic/api/pets,7,0,0
1643567929718,8,GET /api/owners/5151,200,,PET CLINIC SUITES 1-1,text,true,,479,182,3,3,http://localhost:9966/petclinic/api/owners/5151,8,0,0
1643567929732,11,POST /api/pets,201,,PET CLINIC SUITES 1-2,text,true,,630,589,3,3,http://localhost:9966/petclinic/api/pets,11,0,0
1643567929737,8,POST /api/pets,201,,PET CLINIC SUITES 1-1,text,true,,630,589,3,3,http://localhost:9966/petclinic/api/pets,8,0,0
